query,rank,id,articleType,subCategory,masterCategory,baseColour,gender,usage,productDisplayName,image_path,similarity,mode
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,3,43838,Earrings,Jewellery,Accessories,Gold,Women,Ethnic,Royal Diadem Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43838.jpg,0.6491,nobg
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,4,43848,Earrings,Jewellery,Accessories,Gold,Women,Ethnic,Royal Diadem Golden Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43848.jpg,0.647,nobg
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,5,43841,Earrings,Jewellery,Accessories,Gold,Women,Ethnic,Royal Diadem Red Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43841.jpg,0.6445,nobg
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,6,42628,Earrings,Jewellery,Accessories,Gold,Women,Casual,Estelle Women Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42628.jpg,0.6362,nobg
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,7,48761,Jewellery Set,Jewellery,Accessories,White,Women,Casual,Miki Pearl Women Ivory Jewellery Set,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\48761.jpg,0.635,nobg
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,8,43865,Earrings,Jewellery,Accessories,Gold,Women,Ethnic,Royal Diadem Golden Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43865.jpg,0.6331,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,1,15548,Socks,Socks,Accessories,White,Men,Sports,Fila Men Pack of 3 White Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\15548.jpg,0.7686,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,2,9352,Socks,Socks,Accessories,White,Men,Casual,Puma Men Sports Socks 1 Pair White Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9352.jpg,0.7685,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,3,49990,Socks,Socks,Accessories,White,Men,Sports,Hanes Men Pack Of 3 White Cushion Max Crew Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49990.jpg,0.7662,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,4,9363,Socks,Socks,Accessories,White,Women,Casual,Puma Women Logo Stud White Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9363.jpg,0.7643,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,5,49988,Socks,Socks,Accessories,White,Men,Sports,Hanes Men Pack Of 3 White Cushion Max Crew Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49988.jpg,0.7574,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,6,40016,Socks,Socks,Accessories,White,Unisex,Casual,ADIDAS Unisex White Pack of 3 Ankle Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\40016.jpg,0.7572,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,7,9357,Socks,Socks,Accessories,White,Men,Casual,Puma Men Sport Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9357.jpg,0.7543,nobg
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,8,20827,Socks,Socks,Accessories,White,Women,Sports,Fila Women White Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20827.jpg,0.754,nobg
4130636080047_004_b14.webp,1,50406,Watches,Watches,Accessories,Black,Women,Casual,Miss Sixty Black Dial Watch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50406.jpg,0.5927,nobg
4130636080047_004_b14.webp,2,12464,Stoles,Stoles,Accessories,Cream,Men,Casual,Basics Men Cream-Coloured Checked Stoles,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12464.jpg,0.5904,nobg
4130636080047_004_b14.webp,3,44987,Watches,Watches,Accessories,White,Men,Casual,Maxima Men White Dial Watch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\44987.jpg,0.5733,nobg
4130636080047_004_b14.webp,4,48942,Ring,Jewellery,Accessories,Silver,Women,Casual,Lucera Women Silver Ring,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\48942.jpg,0.569,nobg
4130636080047_004_b14.webp,5,50968,Bra,Innerwear,Apparel,White,Women,Casual,Enamor White Lift Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50968.jpg,0.5665,nobg
4130636080047_004_b14.webp,6,31864,Watches,Watches,Accessories,Silver,Women,Casual,Titan Women Raga Silver Dial Watch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\31864.jpg,0.5627,nobg
4130636080047_004_b14.webp,7,31078,Stoles,Stoles,Accessories,Pink,Women,Ethnic,Fabindia Women Buta Cream Silk Stole,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\31078.jpg,0.5509,nobg
4130636080047_004_b14.webp,8,17383,Mufflers,Mufflers,Accessories,Cream,Men,Casual,Reid & Taylor Men Check Cream Muffler,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\17383.jpg,0.5501,nobg
509.png,1,32172,Socks,Socks,Accessories,Lavender,Women,Casual,Playboy Women Lavender Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\32172.jpg,0.6991,nobg
509.png,2,9362,Socks,Socks,Accessories,Purple,Women,Casual,Puma Women Logo Stud Pink Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9362.jpg,0.648,nobg
509.png,3,12739,Socks,Socks,Accessories,Pink,Unisex,Sports,Nike Kids Unisex Sport Hi Quarter  Pack of 3 Pink Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12739.jpg,0.6184,nobg
509.png,4,32157,Socks,Socks,Accessories,Lavender,Women,Casual,Playboy Women Playmate Lavender Ankle Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\32157.jpg,0.6113,nobg
509.png,5,12736,Socks,Socks,Accessories,Grey,Unisex,Sports,Nike Kids Sport Hi Quarter Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12736.jpg,0.602,nobg
509.png,6,32170,Socks,Socks,Accessories,Pink,Women,Casual,Playboy Women Pink Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\32170.jpg,0.595,nobg
509.png,7,31244,Tshirts,Topwear,Apparel,Green,Men,Casual,Puma Men Drone Green T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\31244.jpg,0.5818,nobg
509.png,8,9350,Socks,Socks,Accessories,White,Men,Casual,Puma Men Sport Pack of 3 White Black Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9350.jpg,0.5766,nobg
600_google-pattern-socks.jpg,1,43779,Earrings,Jewellery,Accessories,White,Women,Casual,Royal Diadem White Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43779.jpg,0.6086,nobg
600_google-pattern-socks.jpg,2,43814,Earrings,Jewellery,Accessories,White,Women,Ethnic,Royal Diadem White Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43814.jpg,0.6032,nobg
600_google-pattern-socks.jpg,3,6704,Socks,Socks,Accessories,White,Women,Sports,Nike Women's Nsw Wmns Ctn White Pink Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\6704.jpg,0.5996,nobg
600_google-pattern-socks.jpg,4,23579,Fragrance Gift Set,Fragrance,Personal Care,White,Women,Casual,Nike Women Pack of 3 Fragrance Gift Set,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\23579.jpg,0.599,nobg
600_google-pattern-socks.jpg,5,43831,Earrings,Jewellery,Accessories,White,Women,Casual,Royal Diadem White Earrings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43831.jpg,0.5978,nobg
600_google-pattern-socks.jpg,6,24655,Socks,Socks,Accessories,White,Men,Casual,ADIDAS Originals Men White Casual Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\24655.jpg,0.5714,nobg
600_google-pattern-socks.jpg,7,44176,Fragrance Gift Set,Fragrance,Personal Care,White,Women,Casual,Nike Fragrances Women Spicy Love Perfume and Deo Set,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\44176.jpg,0.5688,nobg
600_google-pattern-socks.jpg,8,18452,Fragrance Gift Set,Fragrance,Personal Care,White,Women,Casual,Guess Natural Women Fragrance Gift Set,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\18452.jpg,0.5607,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,1,30726,Lehenga Choli,Topwear,Apparel,Blue,Girls,Ethnic,Fabindia Girls Printed Blue Lehenga Choli,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30726.jpg,0.7246,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,2,27223,Dresses,Dress,Apparel,Blue,Women,Casual,Doodle Kids Girl Printed Blue Dress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27223.jpg,0.7142,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,3,25866,Backpacks,Bags,Accessories,Blue,Unisex,Casual,American Tourister Unisex Blue Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25866.jpg,0.7072,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,4,15708,Backpacks,Bags,Accessories,Blue,Unisex,Casual,Nike Unisex Nike Classic Backpack Blue Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\15708.jpg,0.7056,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,5,34114,Dresses,Dress,Apparel,Blue,Girls,Casual,Doodle Girls Printed Blue Dress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34114.jpg,0.6966,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,6,35433,Dresses,Dress,Apparel,Blue,Girls,Casual,Doodle Girls Printed Blue Dress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\35433.jpg,0.6966,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,7,43567,Backpacks,Bags,Accessories,Blue,Unisex,Casual,Puma Unisex Blue Buddy Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43567.jpg,0.6925,nobg
Afternoon_ensemble_MET_63.212a-b_CP4.jpg,8,2097,Shirts,Topwear,Apparel,Blue,Men,Casual,Lee Men Reversible Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2097.jpg,0.6841,nobg
Collier_ruban_or_vermeil_2.webp,1,28886,Briefs,Innerwear,Apparel,Skin,Women,Casual,Enamor Women Light Brown Low-Rise Bikini Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\28886.jpg,0.739,nobg
Collier_ruban_or_vermeil_2.webp,2,28891,Briefs,Innerwear,Apparel,Skin,Women,Casual,Enamor Women Beige Regular-Rise Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\28891.jpg,0.7346,nobg
Collier_ruban_or_vermeil_2.webp,3,28887,Briefs,Innerwear,Apparel,Skin,Women,Casual,Enamor Women Beige Low-Rise Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\28887.jpg,0.723,nobg
Collier_ruban_or_vermeil_2.webp,4,49095,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultra Fine Compact Powder 02,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49095.jpg,0.7118,nobg
Collier_ruban_or_vermeil_2.webp,5,49086,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultrafine Compact Powder 01,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49086.jpg,0.7103,nobg
Collier_ruban_or_vermeil_2.webp,6,49096,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultrafine Compact Powder 07,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49096.jpg,0.709,nobg
Collier_ruban_or_vermeil_2.webp,7,49097,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultrafine Compact Powder 08,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49097.jpg,0.7028,nobg
Collier_ruban_or_vermeil_2.webp,8,50989,Briefs,Innerwear,Apparel,Gold,Women,Casual,Enamor Women Gold Briefs,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50989.jpg,0.6781,nobg
d8ff992811e561202194328c9562a843.jpg,1,2488,Sports Sandals,Sandal,Footwear,Black,Men,Casual,Puma Men Diva Fashion Black Sandal,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2488.jpg,0.5981,nobg
d8ff992811e561202194328c9562a843.jpg,2,2233,Sandals,Sandal,Footwear,Black,Men,Casual,Puma Men Carbon Sandal,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2233.jpg,0.5894,nobg
d8ff992811e561202194328c9562a843.jpg,3,9212,Sandals,Sandal,Footwear,Black,Men,Casual,Puma Men Apex Black Floaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9212.jpg,0.5893,nobg
d8ff992811e561202194328c9562a843.jpg,4,2225,Sandals,Sandal,Footwear,Black,Men,Sports,Puma Men Trek Black Sandal,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2225.jpg,0.5843,nobg
d8ff992811e561202194328c9562a843.jpg,5,8244,Handbags,Bags,Accessories,Green,Women,Casual,Fastrack Women Olive Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\8244.jpg,0.5771,nobg
d8ff992811e561202194328c9562a843.jpg,6,3490,Sports Sandals,Sandal,Footwear,Blue,Women,Sports,ADIDAS Women Spry Dark Navy Black Sandal,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\3490.jpg,0.5729,nobg
d8ff992811e561202194328c9562a843.jpg,7,5363,Sports Shoes,Shoes,Footwear,White,Unisex,Sports,Btwin Six Mtb Shoes 2009,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\5363.jpg,0.5708,nobg
d8ff992811e561202194328c9562a843.jpg,8,3577,Sandals,Sandal,Footwear,Black,Men,Casual,ADIDAS Men Black Alumin Sandal,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\3577.jpg,0.5693,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,1,9375,Socks,Socks,Accessories,Brown,Unisex,Casual,Puma Unisex FTPA Brown Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9375.jpg,0.6557,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,2,14618,Socks,Socks,Accessories,Brown,Men,Casual,United Colors of Benetton Men Pack of 3 Brown Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\14618.jpg,0.6304,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,3,51167,Socks,Socks,Accessories,Beige,Men,Casual,Raymond Men Beige Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51167.jpg,0.6187,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,4,12406,Socks,Socks,Accessories,Beige,Men,Formal,Reid & Taylor Men Stripes Beige Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12406.jpg,0.5966,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,5,14609,Socks,Socks,Accessories,Grey,Men,Casual,United Colors of Benetton Men Check Grey Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\14609.jpg,0.5962,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,6,16084,Sunglasses,Eyewear,Accessories,Brown,Women,Casual,Mayhem Women Gradiant Sunglasses MAYS-9007-201,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\16084.jpg,0.592,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,7,12397,Socks,Socks,Accessories,Brown,Men,Formal,Reid & Taylor Men Solid Brown Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12397.jpg,0.5901,nobg
giay-local-brand-viet-nam_b140845b-6e68-45f7-af85-4c504c4d1571.webp,8,49680,Sunglasses,Eyewear,Accessories,Grey,Men,Casual,United Colors of Benetton Men Sunglass,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49680.jpg,0.5858,nobg
images (1).jpg,1,22602,Tshirts,Topwear,Apparel,White,Men,Sports,Nike Men White T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\22602.jpg,0.6531,nobg
images (1).jpg,2,17895,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Levis Men Pack of 3 Innerwear Vest,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\17895.jpg,0.6487,nobg
images (1).jpg,3,18368,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Undercolors of Benetton Men Basic Pack of 2 Innerwear Vests,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\18368.jpg,0.6379,nobg
images (1).jpg,4,49968,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Hanes Men White Innerwear Vest,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49968.jpg,0.6338,nobg
images (1).jpg,5,49973,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Hanes Men White Assorted Innerwear Vest,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49973.jpg,0.6316,nobg
images (1).jpg,6,13576,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Hanes Men Jersey VestPack Of 2 White Innerwear Vests,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13576.jpg,0.6184,nobg
images (1).jpg,7,28150,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Jockey SPORT Men White Innerwear Vest 9924,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\28150.jpg,0.6173,nobg
images (1).jpg,8,31410,Innerwear Vests,Innerwear,Apparel,White,Men,Casual,Spykar Men White Innerwear Vest,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\31410.jpg,0.6168,nobg
images (2).jpg,1,3738,Tshirts,Topwear,Apparel,White,Men,Sports,Lotto Men's Kochi Tuskers Cotton Graphic White T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\3738.jpg,0.6201,nobg
images (2).jpg,2,36087,Caps,Headwear,Accessories,Pink,Unisex,Casual,OTLS Unisex Pink Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\36087.jpg,0.6128,nobg
images (2).jpg,3,40743,Caps,Headwear,Accessories,Pink,Women,Casual,Roxy Women Pink Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\40743.jpg,0.6098,nobg
images (2).jpg,4,12680,Caps,Headwear,Accessories,Navy Blue,Unisex,Casual,Probase Unisex Solid Navy Blue Caps,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12680.jpg,0.5954,nobg
images (2).jpg,5,18212,Caps,Headwear,Accessories,White,Men,Casual,Manchester United Men Solid White Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\18212.jpg,0.5914,nobg
