id,split
2291,test
2292,train
2293,train
2294,train
2295,test
2296,train
2297,train
2298,train
2299,train
2300,train
2301,train
2302,test
2303,train
2304,train
2305,train
2306,train
2307,train
2309,train
2310,train
2311,train
2312,test
2313,val
2314,test
2315,train
2316,val
2317,test
2318,train
2319,train
2320,train
2321,train
2322,train
2323,train
2324,train
2325,test
2326,train
2327,train
2328,val
2329,val
2330,train
2331,train
2332,train
2333,train
2334,train
2335,test
2336,test
2337,train
2338,train
2339,train
2340,train
2341,train
2342,train
2343,train
2344,train
2345,train
2346,train
2347,val
2348,train
2349,val
2350,test
2351,train
2353,val
2354,test
2355,train
2356,val
2357,train
2358,train
2359,train
2360,train
2361,val
2362,train
2363,val
2364,val
2365,train
2366,val
2367,train
2368,train
2369,val
2370,train
2371,train
2372,train
2373,train
2374,test
2375,test
2376,train
2377,train
2378,test
2379,val
2380,val
2381,train
2382,test
2383,test
2384,train
2385,test
2387,val
2388,train
2389,train
2390,test
2391,train
2393,train
2394,train
2396,train
2397,train
2398,test
2399,test
2400,train
2401,test
2402,test
2403,val
2467,train
2474,train
2477,train
2478,train
2479,train
2480,train
2481,train
2482,train
2483,train
2484,train
2485,train
2486,val
2487,val
2488,train
2489,train
2490,val
2491,test
2492,train
2493,val
2494,train
2495,train
2496,train
2497,val
2498,train
2499,train
2500,train
2501,train
2502,train
2503,train
2504,train
2505,test
2506,train
2507,train
2508,train
2509,train
2510,train
2511,val
2540,train
2541,train
2542,train
2543,train
2544,val
2545,test
2546,val
2547,train
2548,test
2549,train
2550,train
2551,train
2552,test
2553,train
2554,train
2555,train
2556,test
2557,val
2558,train
2559,val
2562,train
2564,train
2572,test
2574,train
2576,train
2577,train
2578,val
2579,train
2580,train
2582,train
2584,train
2585,train
2586,train
2587,train
2588,val
2589,val
2590,test
2591,val
2601,train
2602,train
2603,train
2604,train
2605,test
2606,train
2607,train
2608,train
2609,train
2610,train
2611,val
2612,train
2613,val
2614,train
2615,train
2616,train
2617,train
2618,train
2619,train
2620,val
2621,train
2622,train
2623,train
2624,train
2625,train
2626,val
2627,train
2628,train
2629,val
2630,train
2631,train
2632,train
2633,train
2634,train
2635,train
2636,val
2637,train
2639,test
2641,train
2642,val
2644,val
2645,test
2647,train
2648,train
2649,train
2650,test
2651,train
2653,val
2654,val
2655,train
2656,test
2657,train
2658,val
2659,train
2661,test
2662,train
2663,test
2664,train
2665,test
2666,train
2667,val
2668,test
2669,train
2670,train
2671,val
2672,val
2673,train
2674,val
2675,val
2676,test
2677,train
2678,train
2679,train
2680,train
2681,train
2682,val
2683,train
2684,train
2685,train
2686,train
2687,train
2688,test
2689,train
2691,train
2693,train
2694,val
2695,train
2697,train
2699,train
2700,train
2701,train
2702,train
2703,val
2704,train
2705,train
2706,train
2707,train
2708,train
2710,train
2711,train
2712,train
2714,val
2715,train
2716,train
2717,train
2718,train
2719,test
2720,train
2722,test
2724,train
2727,train
2728,train
2730,val
2732,train
2737,train
2738,val
2740,train
2741,train
2742,train
2743,val
2744,train
2745,train
2746,train
2747,train
2748,train
2749,val
2750,train
2751,train
2753,train
2755,train
2757,train
2760,train
2762,train
2764,train
2766,train
2778,train
2779,train
2780,train
2781,val
2782,train
2783,train
2784,train
2785,test
2786,train
2787,train
2788,test
2800,train
2801,train
2802,train
2803,train
2805,test
2807,train
2809,test
2812,train
2814,train
2817,train
2820,train
2821,train
2822,test
2823,train
2824,train
2825,test
2826,train
2827,val
2828,val
2830,train
2831,train
2832,test
2833,train
2834,train
2835,train
2836,val
2837,train
2838,val
2840,train
2841,val
2842,train
2843,train
2844,train
2845,train
2846,train
2847,train
2848,test
2849,train
2850,train
2851,train
2852,test
2853,train
2854,train
2855,train
2856,train
2857,test
2858,train
2859,val
2860,train
2861,train
2862,train
2863,train
2865,train
2866,train
2867,train
2868,val
2869,test
2870,val
2872,val
2874,train
2876,train
2877,train
2878,train
2879,test
2880,train
2882,train
2885,train
2886,val
2887,test
2888,train
2889,train
2890,train
2892,train
2893,train
2894,train
2895,train
2897,test
2899,test
2900,train
2901,train
2903,train
2910,train
2912,train
2915,train
2916,train
2918,val
2920,train
2921,train
2922,train
2923,train
2928,val
2931,train
2934,val
2936,test
2937,train
2938,train
2939,train
2940,train
2944,train
2947,train
2953,train
2954,train
2956,train
2963,train
2964,train
2965,val
2966,train
2967,train
2969,val
2970,train
2971,train
2972,val
2973,train
2974,train
2975,val
2976,val
2977,train
2978,train
2979,train
2980,train
2981,val
2982,val
2983,train
2984,train
2985,train
2986,train
2987,train
2988,train
2994,test
2996,test
3009,train
3011,train
3012,test
3013,test
3014,train
3015,train
3016,train
3017,train
3018,train
3019,train
3020,train
3021,test
3023,train
3027,train
3028,train
3029,train
3042,train
3043,val
3044,train
3045,train
3046,train
3047,train
3048,train
3049,val
3050,train
3051,train
3052,val
3054,train
3055,train
3056,train
3057,train
3058,train
3059,train
3060,train
3061,train
3062,train
3063,train
3064,val
3065,train
3066,train
3067,train
3068,train
3069,train
3070,test
3071,train
3072,train
3073,train
3074,train
3075,train
3077,test
3078,val
3079,train
3080,train
3081,test
3082,train
3084,train
3085,train
3087,val
3088,train
3089,train
3095,train
3096,train
3098,train
3100,test
3101,train
3102,train
3103,train
3104,test
3105,train
3107,train
3108,train
3110,train
3120,test
3121,train
3122,train
3123,test
3124,train
3125,val
3126,train
3127,train
3128,test
3129,train
3130,train
3131,val
3132,train
3134,val
3135,train
3136,test
3137,test
3139,train
3140,val
3141,val
3142,train
3150,train
3151,train
3152,test
3154,train
3159,val
3160,train
3161,train
3162,test
3163,train
3165,train
3167,test
3168,train
3170,train
3171,train
3175,train
3177,train
3178,train
3181,train
3182,train
3183,test
3186,train
3187,train
3191,train
3192,train
3193,train
3196,train
3197,train
3198,train
3199,train
3200,train
3201,train
3202,train
3203,test
3204,train
3205,train
3206,test
3207,train
3208,val
3209,train
3210,val
3211,train
3212,train
3213,val
3214,test
3215,train
3216,train
3217,train
3218,val
3219,train
3220,test
3221,train
3223,test
3225,train
3226,test
3227,train
3228,val
3229,test
3230,test
3231,train
3232,train
3235,val
3236,train
3237,val
3238,train
3239,train
3240,test
3241,train
3242,train
3243,train
3245,train
3246,train
3247,train
3248,train
3249,train
3250,train
3251,val
3252,train
3253,train
3254,train
3255,val
3256,val
3257,val
3258,train
3259,train
3260,train
3261,train
3262,train
3263,test
3264,train
3265,train
3266,test
3267,train
3268,train
3269,train
3270,train
3271,train
3272,train
3273,train
3274,train
3275,train
3276,train
3277,train
3278,train
3279,test
3280,test
3281,test
3282,train
3283,train
3284,train
3285,train
3286,train
3287,test
3288,test
3289,train
3290,train
3291,train
3292,train
3293,train
3294,val
3295,test
3296,train
3297,val
3298,train
3299,train
3300,train
3301,train
3302,val
3303,train
3304,train
3305,train
3306,train
3307,train
3308,train
3309,val
3310,train
3311,train
3312,train
3313,test
3314,train
3315,train
3317,train
3318,train
3319,train
3320,train
3321,train
3322,train
3323,train
3324,val
3325,train
3327,train
3328,train
3329,test
3330,train
3332,train
3333,test
3334,train
3335,train
3336,train
3337,train
3338,test
3339,train
3340,train
3341,train
3342,train
3343,train
3344,test
3345,train
3346,val
3347,train
3348,train
3349,train
3350,train
3351,train
3352,train
3353,train
3354,val
3355,val
3356,train
3357,train
3358,train
3359,train
3360,test
3361,train
3362,train
3363,test
3364,val
3365,test
3366,train
3367,val
3370,train
3371,test
3372,train
3373,train
3374,train
3375,val
3376,test
3378,train
3381,train
3382,train
3384,train
3385,train
3386,train
3387,train
3389,train
3390,train
3391,val
3393,train
3395,train
3396,train
3397,val
3398,train
3399,train
3400,train
3401,test
3402,test
3404,train
3405,train
3406,val
3409,train
3410,val
3411,train
3412,val
3413,train
3414,train
3415,val
3416,val
3417,train
3418,train
3419,train
3420,train
3421,train
3422,train
3423,val
3424,test
3425,train
3426,train
3427,train
3428,train
3429,train
3431,train
3432,train
3433,train
3434,train
3436,train
3439,train
3440,val
3441,train
3442,train
3445,train
3446,test
3447,test
3448,val
3449,val
3450,train
3451,train
3452,test
3453,train
3454,train
3455,train
3456,train
3457,test
3458,train
3459,train
3460,train
3461,train
3462,train
3463,val
3464,train
3465,train
3466,test
3467,test
3468,train
3469,train
3470,val
3471,test
3472,val
3473,test
3474,test
3475,train
3476,train
3477,train
3478,train
3479,train
3481,train
3482,test
3483,train
3484,train
3485,train
3486,train
3487,val
3488,train
3489,train
3490,train
3491,test
3492,train
3493,train
3495,train
3496,val
3497,val
3498,train
3500,train
3501,val
3502,val
3503,train
3504,test
3505,train
3506,train
3507,train
3508,val
3509,train
3510,test
3511,train
3515,train
3516,test
3517,train
3518,val
3519,test
3520,train
3521,train
3522,train
3523,train
3524,train
3525,train
3526,test
3527,train
3528,train
3529,train
3530,train
3531,train
3532,test
3533,train
3534,train
3535,train
3536,train
3537,train
3538,train
3539,train
3540,train
3542,test
3543,train
3544,train
3545,val
3546,train
3547,train
3549,test
3550,train
3551,test
3552,train
3553,train
3554,test
3556,train
3557,train
3558,val
3559,val
3560,test
3561,train
3563,train
3564,train
3565,test
3566,val
3567,test
3568,val
3569,train
3570,train
3571,train
3572,train
3573,val
3574,train
3575,train
3576,train
3577,train
3578,train
3579,train
3580,test
3581,test
3582,train
3583,train
3584,test
3585,train
3586,val
3587,train
3588,train
3589,train
3590,test
3591,train
3592,train
3593,train
3594,val
3595,train
3596,val
3597,train
3598,train
3599,train
3600,test
3601,train
3602,train
3603,train
3604,train
3605,test
3606,train
3607,train
3608,test
3609,test
3610,val
3612,test
3613,train
3614,train
3615,val
3616,train
3617,train
3618,test
3619,train
3620,train
3621,train
3622,val
3623,test
3624,train
3625,train
3626,train
3627,test
3628,train
3629,test
3630,val
3631,val
3632,train
3633,train
3634,test
3635,val
3636,train
3637,val
3638,train
3639,test
3640,train
3641,train
3642,val
3643,train
3644,train
3645,train
3646,train
3647,val
3648,test
3649,test
3650,train
3651,train
3652,train
3653,train
3654,train
3655,train
3656,train
3657,val
3658,train
3659,train
3660,train
3661,train
3662,train
3663,train
3664,val
3665,train
3666,train
3667,train
3668,train
3669,train
3670,test
3671,train
3672,val
3673,val
3674,val
3675,train
3676,val
3677,train
3679,train
3680,test
3681,train
3682,train
3683,train
3684,test
3685,train
3686,train
3687,train
3688,train
3689,val
3690,train
3691,val
3692,test
3693,train
3694,train
3695,test
3696,train
3697,train
3698,train
3699,test
3700,train
3701,train
3702,train
3703,train
3704,val
3705,train
3706,train
3707,train
3708,train
3709,val
3710,val
3711,test
3712,val
3713,test
3714,train
3715,train
3716,train
3717,train
3718,train
3719,train
3720,train
3721,train
3722,train
3723,train
3724,train
3725,train
3727,train
3728,train
3729,val
3730,train
3731,train
3732,test
3733,test
3734,train
3735,train
3736,train
3737,test
3738,train
3739,train
3740,train
3741,train
3742,train
3743,train
3744,train
3745,train
3746,train
3747,train
3748,train
3749,train
3750,train
3751,train
3752,train
3753,train
3754,train
3755,test
3756,train
3757,test
3758,train
3759,val
3760,train
3761,train
3762,val
3763,train
3764,train
3765,train
3766,train
3767,val
3768,train
3769,val
3770,train
3771,train
3772,train
3773,val
3774,train
3775,train
3776,train
3777,train
3778,train
3779,val
3780,train
3781,train
3782,train
3783,train
3784,train
3785,train
3786,train
3787,train
3788,test
3789,test
3790,train
3791,test
3792,train
3793,val
3794,val
3795,train
3796,test
3797,train
3798,train
3799,train
3800,train
3802,train
3804,train
3805,val
3806,train
3807,train
3808,train
3809,train
3810,train
3811,test
3812,train
3813,train
3814,train
3815,train
3816,val
3817,train
3818,train
3819,train
3820,test
3821,train
3822,train
3823,train
3824,train
3825,train
3826,test
3827,train
3828,train
3829,val
3830,train
3831,val
3832,train
3833,train
3834,train
3835,train
3836,train
3837,test
3838,train
3839,train
3840,train
3841,train
3842,train
3843,val
3844,train
3845,val
3846,train
3847,val
3849,train
3850,test
3851,train
3852,train
3853,val
3854,train
3855,train
3856,train
3857,train
3858,train
3859,val
3860,test
3861,test
3862,train
3863,train
3864,train
3865,test
3866,train
3867,train
3868,train
3869,train
3870,val
3871,train
3872,train
3873,test
3874,val
3875,train
3876,val
3877,val
3878,train
3879,train
3880,train
3881,train
3882,train
3883,train
3884,train
3885,train
3886,train
3887,train
3888,val
3889,train
3890,train
3891,test
3892,train
3893,test
3894,train
3895,val
3896,train
3897,train
3898,val
3899,train
3900,train
3901,val
3902,train
3903,train
3904,train
3906,test
3907,train
3908,train
3909,train
3910,train
3911,train
3912,test
3913,train
3914,train
3915,train
3916,train
3917,train
3918,val
3919,train
3920,train
3921,test
3922,train
3923,train
3925,train
3926,val
3927,train
3928,val
3929,train
3930,train
3931,test
3932,train
3933,test
3934,train
3935,val
3936,train
3937,train
3938,train
3939,train
3940,train
3941,train
3942,train
3943,train
3944,train
3945,val
3946,train
3947,train
3948,train
3949,train
3950,train
3951,test
3952,train
3953,train
3954,train
3955,train
3956,train
3957,train
3958,val
3959,train
3960,train
3961,val
3962,train
3963,test
3964,train
3965,train
3966,train
3967,train
3968,train
3969,val
3970,val
3971,test
3972,train
3973,train
3974,val
3975,val
3976,train
3977,test
3978,train
3979,train
3980,train
3981,test
3982,train
3983,train
3984,train
3985,train
3986,train
3987,val
3988,val
3989,train
3990,val
3991,train
3992,train
3993,train
3994,train
3995,train
3996,train
3997,train
3998,train
4000,train
4001,train
4002,train
4003,train
4004,test
4005,test
4006,test
4007,train
4008,train
4009,train
4010,test
4011,train
4012,train
4013,train
4014,val
4015,train
4016,train
4017,train
4018,train
4019,train
4020,train
4021,train
4022,train
4023,train
4024,train
4025,train
4026,train
4027,val
4028,train
4029,train
4030,train
4031,val
4032,train
4033,test
4034,train
4035,test
4036,train
4037,val
4038,test
4039,train
4040,train
4041,train
4042,train
4043,train
4044,train
4045,train
4046,train
4047,train
4048,test
4049,train
4050,val
4051,val
4052,test
4053,train
4054,train
4055,val
4056,train
4057,val
4058,train
4059,test
4060,test
4061,val
4062,train
4063,train
4064,train
4065,test
4066,val
4067,train
4068,train
4069,train
4070,train
4071,train
4072,train
4073,train
4074,train
4075,test
4076,train
4077,train
4078,train
4079,test
4080,train
4081,test
4082,test
4083,train
4084,train
4085,train
4086,train
4087,test
4088,train
4089,test
4090,train
4091,val
4092,train
4093,test
4094,val
4095,train
4096,train
4097,train
4098,train
4099,test
4100,train
4101,train
4102,train
4103,train
4104,train
4105,train
4106,train
4107,train
4108,train
4109,train
4110,train
4111,train
4112,val
4113,train
4114,train
4117,train
4118,test
4119,train
4120,val
4121,train
4122,train
4123,test
4124,train
4125,train
4126,train
4127,train
4128,train
4129,val
4130,test
4131,train
4132,train
4133,train
4134,train
4135,train
4136,train
4137,train
4138,train
4139,val
4140,train
4141,train
4142,train
4143,train
4144,train
4145,train
4146,train
4147,train
4148,train
4149,train
4150,train
4151,train
4152,train
4153,train
4154,train
4155,train
4156,train
4157,val
4158,val
4159,train
4160,train
4161,train
4162,train
4163,train
4164,train
4166,train
4168,train
4169,train
4170,train
4171,train
4172,train
4173,train
4174,train
4175,train
4179,train
4180,train
4181,test
4183,test
4184,train
4186,val
4187,train
4188,train
4189,val
4190,train
4191,val
4192,test
4193,test
4194,train
4195,val
4196,train
4197,train
4198,train
4199,train
4200,val
4201,train
4202,train
4203,train
4204,train
4205,train
4206,train
4207,test
4208,train
4209,train
4210,train
4211,train
4212,test
4213,test
4214,val
4215,test
4216,val
4217,train
4218,train
4219,train
4220,test
4221,val
4222,train
4223,train
4224,val
4225,train
4226,train
4227,val
4228,test
4229,train
4230,val
4231,train
4232,train
4233,train
4234,train
4235,train
4236,test
4237,train
4238,train
4239,train
4240,train
4241,train
4242,train
4243,test
4244,val
4245,train
4246,train
4247,train
4248,train
4249,train
4250,val
4251,train
4252,train
4253,train
4254,val
4256,train
4257,train
4258,val
4259,train
4260,train
4261,train
4262,train
4263,train
4264,train
4265,val
4266,train
4267,train
4268,val
4269,test
4270,train
4272,test
4274,train
4275,test
4276,train
4278,train
4279,train
4281,train
4282,train
4283,train
4284,train
4286,train
4290,train
4292,train
4293,train
4294,val
4295,test
4296,test
4297,test
4298,val
4299,train
4300,val
4301,train
4302,val
4303,train
4304,train
4305,train
4306,train
4307,train
4308,train
4309,train
4310,train
4311,train
4312,train
4313,val
4314,train
4315,train
4316,test
4317,train
4318,train
4319,train
4320,test
4321,train
4322,train
4323,test
4324,val
4325,test
4326,train
4327,test
4328,train
4329,train
4330,train
4331,train
4332,train
4334,val
4336,train
4337,train
4338,test
4339,train
4340,train
4342,train
4343,train
4344,test
4345,val
4346,test
4351,test
4352,val
4353,train
4354,train
4355,train
4356,train
4357,val
4358,train
4359,test
4361,train
4362,val
4363,train
4364,train
4365,val
4366,train
4367,train
4368,test
4370,train
4371,val
4373,train
4374,train
4375,train
4376,train
4377,test
4378,train
4379,test
4380,train
4381,test
4382,train
4383,val
4385,train
4386,train
4387,train
4388,train
4389,test
4390,train
4391,train
4392,train
4393,test
4394,train
4396,train
4397,test
4398,val
4399,train
4400,train
4401,train
4402,test
4403,train
4404,train
4405,train
4406,train
4407,train
4408,val
4409,val
4410,train
4411,test
4412,train
4413,train
4415,train
4416,train
4417,train
4418,train
4419,train
4420,train
4421,train
4422,val
4423,train
4424,train
4425,train
4426,train
4427,train
4428,val
4429,train
4431,train
4432,train
4433,test
4435,train
4436,test
4437,train
4438,test
4439,train
4440,train
4441,train
4443,test
4444,train
4445,train
4446,train
4447,val
4448,train
4449,test
4450,val
4451,train
4452,train
4453,train
4454,train
4455,train
4456,train
4457,test
4458,val
4459,val
4460,train
4461,train
4462,train
4464,train
4465,train
4466,train
4467,test
4468,train
4469,train
4470,train
4471,train
4472,train
4473,train
4474,train
4475,train
4476,train
4477,val
4478,train
4479,train
4480,train
4482,train
4483,test
4484,train
4485,train
4486,train
4487,train
4488,test
4489,train
4490,train
4491,train
4492,train
4493,train
4494,val
4495,val
4496,train
4497,train
4498,train
4499,val
4500,train
4501,train
4502,train
4503,val
4504,train
4505,val
4506,train
4507,train
4508,test
4509,train
4510,train
4511,train
4512,train
4513,val
4514,train
4515,test
4516,train
4517,val
4518,train
4519,test
4520,train
4521,train
4522,train
4523,val
4524,train
4525,train
4526,train
4527,train
4528,test
4529,test
4530,train
4531,test
4532,train
4533,val
4534,train
4535,train
4536,train
4538,train
4539,train
4540,test
4541,train
4542,train
4543,train
4544,train
4545,train
4546,val
4547,val
4548,train
4549,train
4550,val
4551,val
4552,train
4553,val
4554,train
4555,train
4556,train
4557,train
4558,val
4559,train
4560,train
4561,train
4562,train
4563,train
4564,train
4565,train
4566,test
4567,train
4568,test
4569,val
4570,train
4571,train
4572,train
4573,val
4574,train
4575,val
4576,train
4577,train
4578,train
4579,test
4580,val
4581,train
4582,val
4583,val
4584,test
4585,test
4586,train
4587,train
4588,train
4589,test
4590,test
4591,test
4592,val
4593,train
4594,train
4595,train
4596,train
4597,train
4599,train
4600,train
4601,train
4602,val
4603,train
4604,train
4605,train
4606,val
4607,train
4608,train
4609,test
4610,train
4611,train
4612,train
4613,train
4614,train
4615,train
4616,val
4617,train
4618,train
4619,train
4620,train
4621,train
4622,train
4623,train
4624,train
4625,test
4626,test
4627,train
4628,train
4630,train
4631,train
4632,train
4633,train
4634,val
4635,val
4636,val
4637,val
4638,train
4639,train
4640,train
4641,train
4642,train
4643,val
4644,train
4645,train
4646,train
4647,train
4648,train
4649,train
4650,train
4651,train
4652,test
4653,train
4654,train
4655,train
4656,val
4657,train
4658,train
4661,train
4662,test
4663,val
4664,train
4665,train
4666,train
4667,train
4668,test
4669,train
4670,test
4671,train
4672,val
4673,train
4674,train
4675,train
4676,train
4677,val
4678,train
4679,train
4680,train
4681,train
4682,train
4683,val
4684,val
4685,train
4686,train
4687,train
4688,train
4689,train
4690,train
4691,train
4692,train
4693,train
4694,train
4695,train
4696,val
4697,val
4698,train
4699,train
4700,train
4701,train
4702,val
4703,train
4704,val
4705,train
4706,val
4707,train
4708,train
4709,test
4710,test
4711,test
4712,train
4713,train
4714,train
4715,train
4716,train
4717,test
4718,train
4719,train
4720,test
4721,train
4722,train
4723,train
4724,test
4725,train
4726,train
4727,train
4728,train
4729,train
4730,val
4731,train
4732,test
4733,train
4734,train
4735,train
4736,train
4737,train
4738,train
4739,train
4740,val
4741,test
4742,test
4743,train
4744,test
4745,val
4746,train
4747,val
4748,test
4749,train
4750,train
4751,train
4752,train
4753,test
4754,train
4755,train
4756,train
4757,train
4758,train
4759,val
4760,train
4761,test
4762,val
4763,train
4764,train
4765,train
4766,val
4767,train
4768,train
4769,train
4770,train
4771,train
4772,val
4773,val
4774,train
4775,val
4776,train
4777,test
4778,train
4779,train
4780,train
4781,train
4782,train
4783,train
4784,train
4785,train
4786,test
4787,test
4788,train
4789,train
4790,train
4791,val
4792,train
4793,test
4794,val
4795,train
4796,val
4797,val
4798,train
4799,train
4800,train
4801,train
4802,test
4803,train
4804,val
4805,train
4806,train
4807,train
4808,train
4809,train
4810,train
4811,val
4812,test
4813,test
4814,train
4815,val
4816,train
4817,train
4818,train
4819,train
4825,train
4826,val
4827,train
4828,train
4829,train
4830,train
4831,train
4832,train
4833,train
4834,train
4835,val
4836,train
4837,train
4838,train
4839,train
4840,train
4841,train
4842,train
4843,train
4844,train
4845,train
4846,val
4847,train
4848,train
4849,train
4850,test
4851,train
4852,train
4853,val
4854,train
4855,train
4856,train
4857,train
4858,train
4859,val
4860,train
4861,train
4862,train
4863,train
4864,train
4865,val
4866,test
4867,train
4868,val
4869,val
4870,train
4871,train
4872,val
4873,val
4874,train
4875,train
4876,val
4877,train
4878,val
4879,train
4880,test
4881,train
4882,train
4883,train
4884,train
4885,train
4886,test
4887,test
4888,train
4889,train
4890,train
4891,train
4892,test
4893,test
4894,test
4895,test
4896,train
4897,test
4900,train
4901,train
4902,test
4903,test
4904,test
4905,train
4906,train
4907,train
4908,train
4909,train
4910,train
4911,train
4912,train
4913,test
4914,train
4915,train
4916,val
4917,train
4918,train
4919,train
4920,train
4921,val
4922,train
4923,val
4924,val
4925,train
4926,val
4927,train
4928,test
4929,test
4930,train
4931,train
4932,train
4933,train
4934,train
4935,train
4936,train
4937,train
4938,train
4939,val
4940,train
4941,train
4942,train
4943,train
4944,train
4945,val
4946,val
4947,train
4948,train
4949,train
4950,train
4952,train
4953,train
4954,train
4955,train
4956,train
4957,train
4958,train
4959,train
4960,train
4961,train
4962,val
4963,train
4964,train
4965,train
4966,train
4967,val
4968,val
