id,duplicate_hash,source_hash,source_identical_highres,resize_collision,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,conflicting_task_labels
11057,a0639117c6235ebf4ea1c37a2e4e72b8,86558a6cd74314aed255f688997f5ee6,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Check Purple Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11057.jpg,False
11058,a0639117c6235ebf4ea1c37a2e4e72b8,86558a6cd74314aed255f688997f5ee6,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Check Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11058.jpg,False
11063,3888edba9d86f1ef0820134b0ac44d2c,951b1d19b2f08373698c98aa41e0c35c,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,John Miller Men Solid Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11063.jpg,False
11064,3888edba9d86f1ef0820134b0ac44d2c,951b1d19b2f08373698c98aa41e0c35c,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,John Miller Men Solid Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11064.jpg,False
11069,63016bff39cb5406034f784f184e4f09,f25816743d1a6a09263fd5a7af7e459c,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Check Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11069.jpg,False
11070,63016bff39cb5406034f784f184e4f09,f25816743d1a6a09263fd5a7af7e459c,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Check Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11070.jpg,False
11071,df405e4727fdf135133ee942b54e56a6,5aa48f8c6704f8cee6dbad71dbc927d6,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Check Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11071.jpg,False
11072,df405e4727fdf135133ee942b54e56a6,5aa48f8c6704f8cee6dbad71dbc927d6,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Check Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11072.jpg,False
11079,5e23115cada2005edfa497b6c601da6f,6cc3f20c2903ae149661d6018859bc06,True,False,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11079.jpg,False
11080,5e23115cada2005edfa497b6c601da6f,6cc3f20c2903ae149661d6018859bc06,True,False,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11080.jpg,False
11081,da60b7481549741072f2092f2fb1c14b,d71c9488d814f42ab020e3377bccdb17,True,False,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Check Red Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11081.jpg,False
11082,da60b7481549741072f2092f2fb1c14b,d71c9488d814f42ab020e3377bccdb17,True,False,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Check Red Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11082.jpg,False
11083,582e6bea553a77e1e580bf20472a0c90,3436e22dda61b453cb375c948e1964bb,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Check Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11083.jpg,False
11084,582e6bea553a77e1e580bf20472a0c90,3436e22dda61b453cb375c948e1964bb,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Check Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11084.jpg,False
11085,ce75a013c2cc76f0e5a5055864b19c1b,19bb1ad1d23d77a1d9b9195f0d564369,True,False,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11085.jpg,False
11086,ce75a013c2cc76f0e5a5055864b19c1b,19bb1ad1d23d77a1d9b9195f0d564369,True,False,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11086.jpg,False
11087,712152d830785062c439cbd243e9923f,2aaaf94960c23a9e8264f7113e3477fe,True,False,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Green Check Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11087.jpg,False
11088,712152d830785062c439cbd243e9923f,2aaaf94960c23a9e8264f7113e3477fe,True,False,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11088.jpg,False
11089,c30da692f116f6679a40a82897068917,cf95ba68f647837604e7cef64f765aec,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Blue Check Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11089.jpg,False
11090,c30da692f116f6679a40a82897068917,cf95ba68f647837604e7cef64f765aec,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Check Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11090.jpg,False
11091,cf5f6b3d9b734780597f9cbba40ac296,25cece005172263016bc3de33a3a9505,True,False,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Red Check Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11091.jpg,False
11092,cf5f6b3d9b734780597f9cbba40ac296,25cece005172263016bc3de33a3a9505,True,False,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Check Red Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11092.jpg,False
11100,c6400a19e2f99783f493489e7283e5c1,91cfe0b636470c5f3a418b641ea054e7,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Indigo Nation Men Stripes Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11100.jpg,False
11101,c6400a19e2f99783f493489e7283e5c1,91cfe0b636470c5f3a418b641ea054e7,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Indigo Nation Men Stripes Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11101.jpg,False
11102,255f6f8f614ee94efda8d3d2c6b07edd,ca5b943718da7f1b7953ff4ad2b0aa68,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Indigo Nation Men Stripes Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11102.jpg,False
11103,255f6f8f614ee94efda8d3d2c6b07edd,ca5b943718da7f1b7953ff4ad2b0aa68,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Indigo Nation Men Stripes Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11103.jpg,False
11104,5455482f584de7f21d0ca9599717a5f8,1b4efd161d8d86e67319e5d5d6030c64,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Indigo Nation Men Stripes Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11104.jpg,False
11105,5455482f584de7f21d0ca9599717a5f8,1b4efd161d8d86e67319e5d5d6030c64,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Indigo Nation Men Stripes Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11105.jpg,False
11106,c33a7f1865b94fd930d2512a9cdc9319,053c8807c751e3ecf9c26fb6eafe23bf,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Indigo Nation Men Stripes Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11106.jpg,False
11107,c33a7f1865b94fd930d2512a9cdc9319,053c8807c751e3ecf9c26fb6eafe23bf,True,False,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Indigo Nation Men Stripes Blue Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11107.jpg,False
11108,7d33ba58a13ec372478b3e20a4c2ab0d,6497ad5007b16c0b95118aa6e579cbdf,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Indigo Nation Men Stripes Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11108.jpg,False
11109,7d33ba58a13ec372478b3e20a4c2ab0d,6497ad5007b16c0b95118aa6e579cbdf,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Indigo Nation Men Stripes Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11109.jpg,False
11110,a2cc869b95cf0ab3872d0d0bcd712aa6,7fc05b9031f1b726d1213758acac15f9,True,False,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11110.jpg,False
11111,a2cc869b95cf0ab3872d0d0bcd712aa6,7fc05b9031f1b726d1213758acac15f9,True,False,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11111.jpg,False
11112,dc9d39d6b1443e6c2540792a790413b7,c5a73eb2a110e01d05b30de2e5bbf05c,True,False,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11112.jpg,False
11113,dc9d39d6b1443e6c2540792a790413b7,c5a73eb2a110e01d05b30de2e5bbf05c,True,False,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Check White Shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11113.jpg,False
11114,84fa76b25f8d8c2a487aa3f9a093b1ec,af1d4500933f392ddd65aab61bde52b7,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Indigo Nation Men Check Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11114.jpg,False
11115,84fa76b25f8d8c2a487aa3f9a093b1ec,af1d4500933f392ddd65aab61bde52b7,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Indigo Nation Men Check Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11115.jpg,False
11116,0ce89dcbb4bc16b0bbf614c0736bbce7,30dd85c51e733d30e031f6c9ef987ced,True,False,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Indigo Nation Men Solid Grey Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11116.jpg,False
11117,0ce89dcbb4bc16b0bbf614c0736bbce7,30dd85c51e733d30e031f6c9ef987ced,True,False,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Indigo Nation Men Solid Grey Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11117.jpg,False
11118,3ea30be1851a9dc82b17a4e4f32e0b8f,617c35b37a79cbe6e1df1b4785feb8d9,True,False,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Solid White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11118.jpg,False
11119,3ea30be1851a9dc82b17a4e4f32e0b8f,617c35b37a79cbe6e1df1b4785feb8d9,True,False,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Solid White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11119.jpg,False
11143,01ad38322838e6f23dac5c541646e8ca,ff1fa50bd29b9670188377a523e2eb3f,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Price Catch Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11143.jpg,False
11144,01ad38322838e6f23dac5c541646e8ca,ff1fa50bd29b9670188377a523e2eb3f,True,False,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Price Catch Black Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11144.jpg,False
11145,3f538dcf831099ed634d00a03fa07246,9bb82c5e15a30f1fa070fd732134d8f1,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Bling Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11145.jpg,False
11146,3f538dcf831099ed634d00a03fa07246,9bb82c5e15a30f1fa070fd732134d8f1,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Bling Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11146.jpg,False
11147,be88077188c476864ba41fdbe514553e,b9d708be50d4332145a6fd87d5ae0de8,True,False,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Fil A Fil Purple Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11147.jpg,False
